8 1765356061 1.000000 -1 1.000000 1.000000 1.000000
8 1765356071 1.000000 -1 1.000000 1.000000 1.000000
18 1765356076 1.000000 -1 1.000000 1.000000 1.000000
18 1765356081 1.000000 -1 1.000000 1.000000 1.000000
21 1765356081 1.000000 -1 1.000000 1.000000 1.000000
23 1765356081 1.000000 -1 1.000000 1.000000 1.000000
21 1765356086 1.000000 -1 1.000000 1.000000 1.000000
8 1765356081 1.000000 -1 1.000000 1.000000 1.000000
23 1765356091 1.000000 -1 1.000000 1.000000 1.000000
25 1765356096 1.000000 -1 1.000000 1.000000 1.000000
8 1765356096 1.000000 -1 1.000000 1.000000 1.000000
18 1765356101 2.000000 -1 2.000000 2.000000 2.000000
27 1765356101 1.000000 -1 1.000000 1.000000 1.000000
23 1765356106 1.000000 -1 1.000000 1.000000 1.000000
25 1765356101 1.000000 -1 1.000000 1.000000 1.000000
18 1765356106 1.000000 -1 1.000000 1.000000 1.000000
27 1765356106 1.000000 -1 1.000000 1.000000 1.000000
21 1765356106 2.000000 -1 2.000000 2.000000 2.000000
8 1765356106 1.000000 -1 1.000000 1.000000 1.000000
23 1765356111 2.000000 -1 2.000000 2.000000 2.000000
18 1765356111 1.000000 -1 1.000000 1.000000 1.000000
21 1765356111 1.000000 -1 1.000000 1.000000 1.000000
23 1765356116 1.000000 -1 1.000000 1.000000 1.000000
18 1765356116 1.000000 -1 1.000000 1.000000 1.000000
21 1765356116 1.000000 -1 1.000000 1.000000 1.000000
23 1765356121 1.000000 -1 1.000000 1.000000 1.000000
25 1765356121 2.000000 -1 2.000000 2.000000 2.000000
27 1765356121 1.000000 -1 1.000000 1.000000 1.000000
21 1765356121 1.000000 -1 1.000000 1.000000 1.000000
8 1765356121 1.000000 -1 1.000000 1.000000 1.000000
25 1765356121 1.000000 -1 1.000000 1.000000 1.000000
18 1765356126 1.000000 -1 1.000000 1.000000 1.000000
27 1765356126 2.000000 -1 2.000000 2.000000 2.000000
25 1765356131 1.000000 -1 1.000000 1.000000 1.000000
27 1765356131 1.000000 -1 1.000000 1.000000 1.000000
21 1765356131 1.000000 -1 1.000000 1.000000 1.000000
8 1765356131 1.000000 -1 1.000000 1.000000 1.000000
23 1765356131 1.000000 -1 1.000000 1.000000 1.000000
23 1765356136 1.000000 -1 1.000000 1.000000 1.000000
25 1765356136 1.000000 -1 1.000000 1.000000 1.000000
18 1765356136 4.000000 -1 4.000000 4.000000 4.000000
27 1765356136 1.000000 -1 1.000000 1.000000 1.000000
21 1765356136 2.000000 -1 2.000000 2.000000 2.000000
23 1765356141 2.000000 -1 2.000000 2.000000 2.000000
18 1765356141 1.000000 -1 1.000000 1.000000 1.000000
21 1765356141 2.000000 -1 2.000000 2.000000 2.000000
23 1765356146 2.000000 -1 2.000000 2.000000 2.000000
18 1765356146 1.000000 -1 1.000000 1.000000 1.000000
21 1765356146 2.000000 -1 2.000000 2.000000 2.000000
8 1765356141 1.000000 -1 1.000000 1.000000 1.000000
23 1765356151 1.000000 -1 1.000000 1.000000 1.000000
25 1765356151 3.000000 -1 3.000000 3.000000 3.000000
18 1765356151 1.000000 -1 1.000000 1.000000 1.000000
27 1765356151 3.000000 -1 3.000000 3.000000 3.000000
21 1765356151 1.000000 -1 1.000000 1.000000 1.000000
23 1765356156 1.000000 -1 1.000000 1.000000 1.000000
25 1765356156 1.000000 -1 1.000000 1.000000 1.000000
18 1765356156 1.000000 -1 1.000000 1.000000 1.000000
27 1765356156 1.000000 -1 1.000000 1.000000 1.000000
8 1765356156 1.000000 -1 1.000000 1.000000 1.000000
23 1765356161 1.000000 -1 1.000000 1.000000 1.000000
25 1765356156 1.000000 -1 1.000000 1.000000 1.000000
25 1765356161 1.000000 -1 1.000000 1.000000 1.000000
18 1765356161 2.000000 -1 2.000000 2.000000 2.000000
27 1765356161 1.000000 -1 1.000000 1.000000 1.000000
21 1765356161 2.000000 -1 2.000000 2.000000 2.000000
23 1765356166 1.000000 -1 1.000000 1.000000 1.000000
25 1765356166 1.000000 -1 1.000000 1.000000 1.000000
18 1765356166 1.000000 -1 1.000000 1.000000 1.000000
27 1765356166 2.000000 -1 2.000000 2.000000 2.000000
21 1765356166 1.000000 -1 1.000000 1.000000 1.000000
8 1765356166 1.000000 -1 1.000000 1.000000 1.000000
23 1765356171 1.000000 -1 1.000000 1.000000 1.000000
25 1765356171 2.000000 -1 2.000000 2.000000 2.000000
18 1765356171 4.000000 -1 4.000000 4.000000 4.000000
27 1765356171 1.000000 -1 1.000000 1.000000 1.000000
21 1765356171 3.000000 -1 3.000000 3.000000 3.000000
23 1765356176 4.000000 -1 4.000000 4.000000 4.000000
25 1765356176 1.000000 -1 1.000000 1.000000 1.000000
18 1765356176 1.000000 -1 1.000000 1.000000 1.000000
27 1765356171 1.000000 -1 1.000000 1.000000 1.000000
27 1765356176 1.000000 -1 1.000000 1.000000 1.000000
21 1765356176 2.000000 -1 2.000000 2.000000 2.000000
23 1765356181 3.000000 -1 3.000000 3.000000 3.000000
18 1765356181 1.000000 -1 1.000000 1.000000 1.000000
21 1765356181 2.000000 -1 2.000000 2.000000 2.000000
25 1765356186 2.000000 -1 2.000000 2.000000 2.000000
27 1765356186 2.000000 -1 2.000000 2.000000 2.000000
25 1765356191 2.000000 -1 2.000000 2.000000 2.000000
18 1765356191 1.000000 -1 1.000000 1.000000 1.000000
27 1765356191 1.000000 -1 1.000000 1.000000 1.000000
23 1765356196 1.000000 -1 1.000000 1.000000 1.000000
25 1765356196 1.000000 -1 1.000000 1.000000 1.000000
27 1765356196 2.000000 -1 2.000000 2.000000 2.000000
21 1765356196 1.000000 -1 1.000000 1.000000 1.000000
18 1765356196 1.000000 -1 1.000000 1.000000 1.000000
18 1765356201 2.000000 -1 2.000000 2.000000 2.000000
23 1765356206 1.000000 -1 1.000000 1.000000 1.000000
25 1765356206 1.000000 -1 1.000000 1.000000 1.000000
21 1765356206 3.000000 -1 3.000000 3.000000 3.000000
23 1765356206 1.000000 -1 1.000000 1.000000 1.000000
23 1765356211 1.000000 -1 1.000000 1.000000 1.000000
25 1765356211 2.000000 -1 2.000000 2.000000 2.000000
18 1765356211 1.000000 -1 1.000000 1.000000 1.000000
27 1765356211 2.000000 -1 2.000000 2.000000 2.000000
21 1765356211 1.000000 -1 1.000000 1.000000 1.000000
23 1765356216 1.000000 -1 1.000000 1.000000 1.000000
25 1765356216 1.000000 -1 1.000000 1.000000 1.000000
18 1765356216 2.000000 -1 2.000000 2.000000 2.000000
23 1765356221 1.000000 -1 1.000000 1.000000 1.000000
25 1765356221 1.000000 -1 1.000000 1.000000 1.000000
18 1765356221 1.000000 -1 1.000000 1.000000 1.000000
27 1765356216 1.000000 -1 1.000000 1.000000 1.000000
27 1765356221 1.000000 -1 1.000000 1.000000 1.000000
21 1765356221 2.000000 -1 2.000000 2.000000 2.000000
23 1765356226 2.000000 -1 2.000000 2.000000 2.000000
25 1765356221 1.000000 -1 1.000000 1.000000 1.000000
18 1765356226 1.000000 -1 1.000000 1.000000 1.000000
27 1765356226 1.000000 -1 1.000000 1.000000 1.000000
21 1765356226 1.000000 -1 1.000000 1.000000 1.000000
23 1765356231 1.000000 -1 1.000000 1.000000 1.000000
25 1765356231 1.000000 -1 1.000000 1.000000 1.000000
21 1765356231 1.000000 -1 1.000000 1.000000 1.000000
31 1765356236 3.000000 -1 3.000000 3.000000 3.000000
25 1765356236 2.000000 -1 2.000000 2.000000 2.000000
18 1765356236 1.000000 -1 1.000000 1.000000 1.000000
27 1765356236 3.000000 -1 3.000000 3.000000 3.000000
21 1765356236 1.000000 -1 1.000000 1.000000 1.000000
23 1765356241 1.000000 -1 1.000000 1.000000 1.000000
31 1765356246 1.000000 -1 1.000000 1.000000 1.000000
25 1765356246 2.000000 -1 2.000000 2.000000 2.000000
27 1765356246 1.000000 -1 1.000000 1.000000 1.000000
31 1765356251 1.000000 -1 1.000000 1.000000 1.000000
25 1765356251 1.000000 -1 1.000000 1.000000 1.000000
27 1765356251 1.000000 -1 1.000000 1.000000 1.000000
31 1765356256 1.000000 -1 1.000000 1.000000 1.000000
27 1765356256 1.000000 -1 1.000000 1.000000 1.000000
31 1765356271 1.000000 -1 1.000000 1.000000 1.000000
27 1765356271 1.000000 -1 1.000000 1.000000 1.000000
31 1765356286 1.000000 -1 1.000000 1.000000 1.000000
31 1765356356 2.000000 -1 2.000000 2.000000 2.000000
