17 1765356066 7.000000 1 7.000000 7.000000 7.000000
17 1765356076 7.000000 1 7.000000 7.000000 7.000000
17 1765356086 7.000000 1 7.000000 7.000000 7.000000
17 1765356101 7.000000 1 7.000000 7.000000 7.000000
17 1765356106 0.000000 1 0.000000 0.000000 0.000000
17 1765356111 0.000000 1 0.000000 0.000000 0.000000
17 1765356116 7.000000 1 7.000000 7.000000 7.000000
17 1765356126 7.000000 1 7.000000 7.000000 7.000000
17 1765356131 0.000000 1 0.000000 0.000000 0.000000
17 1765356136 7.000000 1 7.000000 7.000000 7.000000
17 1765356141 0.000000 1 0.000000 0.000000 0.000000
17 1765356151 7.000000 1 7.000000 7.000000 7.000000
17 1765356156 -1.000000 1 -1.000000 -1.000000 -1.000000
17 1765356161 7.000000 1 7.000000 7.000000 7.000000
17 1765356166 1.000000 1 1.000000 1.000000 1.000000
17 1765356171 7.000000 1 7.000000 7.000000 7.000000
17 1765356176 0.000000 1 0.000000 0.000000 0.000000
17 1765356181 0.000000 1 0.000000 0.000000 0.000000
17 1765356191 0.000000 1 0.000000 0.000000 0.000000
17 1765356196 0.000000 1 0.000000 0.000000 0.000000
17 1765356201 0.000000 1 0.000000 0.000000 0.000000
17 1765356211 0.000000 1 0.000000 0.000000 0.000000
17 1765356216 0.000000 1 0.000000 0.000000 0.000000
17 1765356221 0.000000 1 0.000000 0.000000 0.000000
17 1765356221 0.000000 1 0.000000 0.000000 0.000000
17 1765356226 0.000000 1 0.000000 0.000000 0.000000
17 1765356231 0.000000 1 0.000000 0.000000 0.000000
17 1765356236 -21.000000 1 -21.000000 -21.000000 -21.000000
17 1765356246 -7.000000 1 -7.000000 -7.000000 -7.000000
17 1765356251 -7.000000 1 -7.000000 -7.000000 -7.000000
17 1765356256 -7.000000 1 -7.000000 -7.000000 -7.000000
17 1765356271 -7.000000 1 -7.000000 -7.000000 -7.000000
17 1765356286 -7.000000 1 -7.000000 -7.000000 -7.000000
17 1765356326 -1.000000 1 -1.000000 -1.000000 -1.000000
17 1765356356 -13.000000 1 -13.000000 -13.000000 -13.000000
