1765375861	0	1765375861
1765375861	1	1765375873
1765375873	2	1765375885
1765375885	3	1765375897
1765375897	4	1765375909
1765375909	5	1765375921
1765375921	6	1765375933
1765375933	7	1765375945
1765375945	8	1765375957
1765375957	9	1765375969
1765375969	10	1765376036
1765376036	9	1765376038
1765376038	8	1765376040
1765376040	7	1765376047
1765376047	6	1765376054
1765376054	5	1765376056
1765376056	4	1765376071
1765376071	3	1765376089
1765376089	2	1765376156
1765376156	1	1765376159
